	name	mapID	1	1#1	1#10	1#11	1#2	1#3	1#4	1#5	1#6	1#7	1#8	1#9	10#1	11	11#1	11#2	11#3	11#4	11#5	11#6	11#7	11#8	12	13#1	13#2	13#3	13#4	13#5	13#6	13#7	13#8	14	14#1	14#10	14#2	14#3	14#4	14#5	14#6	14#7	14#8	14#9	15	15#1	15#2	15#3	15#4	15#5	15#6	15#7	15#8	16	16#1	16#10	16#11	16#12	16#2	16#3	16#4	16#5	16#6	16#7	16#8	16#9	17	17#1	17#2	17#3	17#4	17#5	18	19	19#1	19#2	19#3	19#4	2#1	2#10	2#11	2#12	2#13	2#2	2#3	2#4	2#5	2#6	2#7	2#8	2#9	20	20#1	20#2	20#3	20#4	20#5	20#6	20#7	20#8	20#9	21#1	21#2	21#4	22	22#1	22#2	22#3	22#4	22#5	22#6	23	23#1	23#2	23#3	23#4	23#5	23#6	24	24#1	24#2	24#3	25	25#1	25#2	25#3	25#4	25#5	25#6	25#7	25#8	25#9	3	3#1	3#2	3#3	3#4	3#5	4	4#1	4#10	4#11	4#12	4#13	4#14	4#15	4#16	4#17	4#18	4#2	4#3	4#4	4#5	4#6	4#7	4#8	4#9	5	5#1	5#2	5#3	5#4	6	6#1	6#2	6#3	6#4	7	7#1	7#2	7#3	8	8#1	8#2	8#3	8#4	8#5	9#1#1	name
47	62afaf3288e236b389af9cfdc5206415	48	83	83		83	166	83					83			166				249				332					83												83				166		332	415	83		83					83	83	249			581													1826	83	83	415					83		83			332		83					83				83	83				83						83								83				83		166											3901					249									249	249							83					83							747											445ff793ebd3477d4a2e0b36b2db9271
48	74ec84f1cf75cf89ae176c8c6ceec5ba	49	415			332	249	249		2407	249		249	83		1245	83	166	249	3486	83	830	332	6142					1660	249	166		332								83	83	83		747		415	830	166		830	415	166	498		2241	249	1079	166	415	1245				83		83		415			1079		10458	747	498	1826	166		830				166			415	83	83			1743	3652	913		1079	2075		1079	5395					498		332		332	332					83		332		83	1660	498		332							332	83	1826		3984					747	249		332		166	498		83	166	498	830	83		166	83					166		332	83	4233	83	166			3735				83		1162		1079			3e12208dd0be281c92a6ab57d9a6fb32
49	08232402614a9b48895cc3d0aeb0e9f2	50	83	83	83	996	249	83		1660	83		166			3569	332	1245	1162	6142	498	3569	1162	12367					5146				83	166		332	166	166			166	498	83		2573		1494	3071	166		1162	664		3818	83	415	166	249		166	1245						581		2324		83	1826		15936	1328	830	5644	249	166	830	83	2075	1079	2324	249	83	664	830	581			5312	3735	1660		2822	1328		4399	9628			83		664		1328	249	1411	249	83	166	332	83			83	83	249	5727	747	83	332	83	166	83			166	1411	415	1577		2490		166			1245	249	249	664	249		581			498	830	1245	249		581	166			415		1245		249		4233	664	332			4482				83	83	1079	332	415	332		ba32abfc048219e933bee869741da911
50	d4ec2125aff74eded207d2d915ef682f	51	1494	249	83	2075	498	166	83	10043	249		2905			7304	249	2075	1909	24485	581	6723	2241	25149					9960	332	166		332	83		664	249	415			249				2739		1245	2656	83		1079	747		4150		5478	3569	4233		581	3984		83		415		1577		8300	332	1079	6308		40338	3320	249	12284	1245	83	2656	249	4067	664	5063	83	332	664	1079	581			17845	10458	3818		5893	4565	332	15770	41832					4814	332	2324	830	3652	1162		332			249		332	83	1079	51792	2324	166	830						249	2905	747	5893		6225	166	83			6225	415	1162	1992		2822	1577		332	1494	1826	3320	1743	166	1992	166	166	498	664	249	913		1743		6474	1162	83			7387				166	83	3735	830	1826			38d5ad2d22b61109fd8e7b43cd0e8901
51	7f84bdfc2b6d4541e1f6c0a3349e0251	52	5312	581	166	2075	1577	1411	581	14193	83	166	6640		25	14276	2324	4731	7304	52290	498	17430	2324	41417					70716		166		14857	664		498	166	1245			747	166	166		14608	83	8051	12201	747		7885	4316	166	18011		26975	10956	2407	83	581	8383					581	2490	166	11205	415	4316	13363		96944	747	1162	43658	1660	249	2656	332	8964	913	6972	664	581	1245	3569	747			154297	10375	10043		10043	9794	830	33200	126077		249			1826	1079	1909	166	996	498		3735	83	83	1411	249	3237	664	7304	290832	14110	1245	3652	83	83	913		498	830	3071	1328	6640	83	2490	249	415			20501	996	6557	4565	83	5561	3403		1079	3735	3486	8134	1660	332	5312	913	1245		4482	249	4316		3486	83	16766	1992	1328	2573	1328	12284		83		664	581	14276	7304	9047			62afaf3288e236b389af9cfdc5206415
52	f47f35242ed40655814bc086d7514046	53	5395	249	83	5644	3237	1411	581	30378		415	16517			29299	3237	6474	9379	91300	2822	25481	7387	71380	166				72957	83	498		3486	747		249	249	1494			166	498	166	166	18758	166	8798	17015	1411		9047	7387	83	19090	83	27556	14691	3984		1162	8134		83			166	3486	166	21414	581	7138	22493		142428	1992	1162	89142	1162	581	4482	581	13031	2573	12035	415	498	1577	8300	2324			78020	18841	17762		13280	8881	415	35607	113129		83			7221	1992	5561	1826	15853	1577	415	6391	83	249	913	830	1743	1660	2241	257881	10043	1743	5063	83	332	1826	83	498	664	4814	3569	12782	166	2739	249	581			27805	1826	8715	7304	415	4980	5395		830	6225	5478	10458	3154	581	6391	3071	1411	415	8964	747	9877	166	5727		25813	4482	2905	913	1079	16683		166	83	1494	581	14027	10043	8383			4725c39a5e5f4c188d382da3910b3f3f
53	c4ec24e0a58ebedaa1661e5c09e47bb5	54	3735	166	83	1577	1660	996	664	8715		332	3984	249		10873	7968	10956	9545	41334	8300	11371	3818	41832					50713				17015	5478	249	332		830	83		3735	26311	747	1245	10292	83	8217	10458	415		6225	2490	83	6308	83	25481	6806	2822	166	415	5976						996		7304	249	1660	9960		151641	996	415	134460	2241	664	1162	332	15106	5395	11371	664	83	913	18094	664	166		13114	6391	6806		10956	3071	332	8383	34611			581		1328	1162	664	249	1577	1660		5063	1162	249	1494	498	747	1494	1494	184011	14691	2988	2988	249	498	1079	83	166	830	1992	1660	2739		1411	249	415			13363	332	5727	2158	166	1992	2158		498	4233	2656	3237	747	83	2739	1411	2988	249	3652	332	8549		3486		20418	2241	3984	83	1079	7221				1162	166	10624	14691	7470	83		929ec6c160e6f52c20a4217c7978f681
54	445ff793ebd3477d4a2e0b36b2db9271	55	83			83		83	83	249	415			83		83	1909	913		166		249	83	1909					166								83	83			83	83			332		83	747	166			249		332		249	166	332		166	415				83		83		166			166		5478	249	249	664	332		83		83	83	581			83	83	83			415	332			83	166		581	913			664				166		166								83			166			83							166		166		1328		83			664						166		166		415	249			166						83				166			83		830						249	83	332			4b9e4cf2fbdc8281b8a1f9f12b80ce4d
55	1c60154546102e6525f68cb4f31e0657	56	83			83	83			166	332			83		166	166	83	83	249	83	83	83	1909					83	166	249		830	166				166			498				498		249	498	249		249	166		498		249	166	166		166	747				166				83					6308	332	166	830	166		166				166			332	83				166	1577	166		166			830	498			415		332		166		166	332										332			249					166		83		498		1660					249			83	332		166				249	415				83			166						498					2158	83	83				83		83			58c7a4888306d8ff3a641d1c0feccbe3
56	ba32abfc048219e933bee869741da911	57	83			664	249			1992	83		1079	83		1411	415	249	166	3237		747	249	5893					3320	83	83					83		249							830		415	1577	83		1328	166		2656	83	1079	1660	913		83	1909				83		498		1909			830		29216	2075	83	4897	664	83	581		747		498	83		498	166	664			2822	4316	830		1743	830		3984	8715			249		913		581	415	747	415	83	83		83			415		166	2324	166		498		83					415		1909		3901		83			913	332		664		415	830		166	83	581	913			664	83		166	249		415		166		1245	166				3154		83		83	83	830	166	747	166		2350be163432e42270d2670cb3c02f80
57	cb6041cc08444746caf6039d8b9e43cb	58	332			332	166			2407			1162	166		913	332	166	498	2324	83	996	332	5146					1494					166		83		249			166		249		996	83	415	2324			747	332		1909		1162	664	581		415	1411						498		1826	83	166	1577		8881	1162	664	2822	166	83	498		498		1577		166	249	83	332			4648	3071	747		1577	913	83	6142	8466			249		664	166	830	83	498			166	83		83				249	1992	332		498						83	830	249	1328		3486		83			1826	83	83	249		332	581		83	332	498	747			664	83	166	83	249		747		249		2241	581	83		166	2573	83				83	498	581	581			52d7b69796362a8ed1691a6cc02ddde4
58	d524868ce69cb9db10fc5af177fb9423	59	83			332	83		83	415		83				83	83	83		1162		581		1411					415					83							83				498		332	1411	83		1079	249		747		166		664		166	415						249		913			581		11205	1328		1328	249	83	332		83		166	83		249		83			2656	1909	415		1992	498		14774	9296		83			332		249		415	83		166		83			415		83	415			415							581	83	747		1992		83			332		83	166			498		166	83	830	581			249	83		249	83		166				498	83				2075		249				664	83	913			0a5fef95db34383403d11cb6af937309
59	49ac89aa860c27e26c0836cb8dab2df2	60	166		83	83				249			83			249	83	415	166	1162		498	332	1743					747									332			332				249		166	415				83		249		498	332	581		332	996				83				332		83	166		8134	664	332	996	415		498	166			83		83	415	83				581	1992	415		166	332	83	581	498					83		332		332			83					83		83	1494			83							332		664		4482					747			166		249	166			332	498	166	166		83						249			166	166			83		1992						249		166			73ff8ef735e1d68f0cdcbb84d788f2b6
60	de092beab9305613aca8f79d7d7224e7	61	830	166		249	913	249	166	1494	83	83	1411	83		1826	830	581	498	2324	166	1411	332	15189					2573				332	747		166		913			166	1328	83	581	2324	83	2075	5478	166		2656	415	83	1743		2988	83		249	83							83		1245			1494		10043	498	83	4316		166	332	83	581	83	830	166		332	747	166	83		4731	2241	2656		1494	1328	83	3486	11703			83	498	332	747	581	249	166	83		166	332	83	415		332	249	166	2573	415		415					83	332	747	498	1577		664	83			83	1743	249	83	415	83	332	664		249	1245	664	166	166	249	747	83	415	166		166	830		664		5229	498	415		498	3237				83		1660	1328	1162	249		1ecbb52d73c522f184a6fc53128b1ea1
61	a735449c5c09df639c35a7d61fad3ee5	62	10790	1079	332	5395	6557	2988	1411	36686		747	19920	166		42496	11537	28967	32287	132302	8300	58847	6889	98355			83		162597	83	581	83	25730	13446		747	498	3818			4150	12699	2075	2739	28801	249	30793	47144	2407	249	18924	12616	332	46397	249	61669	26477	2988	332	498	12782		249			415	6059	913	34030	1826	14857	47725	83	301622	1660	1992	196793	664	581	4150	996	16600	1826	21746	1577	581	2988	12699	2656	249		197125	21497	26311		15272	12948	2822	29133	373002		83			1162	1743	1992	1660	1079	415		13612	1992	1826	3735	1245	3818	6391	3486	461563	27888	747	15272	332	1079	3818	415	664	2324	7055	12201	17679	83	249	664	664			44903	1909	12367	8051	498	7885	6557		1577	14027	7221	11371	2822	332	16102	1079	6225	1079	8798	747	10873		10292		36437	13529	5063	1577	4399	34860		166		3818	1245	28718	33781	23489	166		d4ec2125aff74eded207d2d915ef682f
62	0a5fef95db34383403d11cb6af937309	63	6142	664	830	4980	1660	249	415	21082	83	166	11703	83		22161	3735	14193	13031	70052	2324	29880	6142	60258					65321		83		5976	1909		830	83	1245			996	415	581	581	14193	332	8715	14193	996		6889	4316	249	12616	166	24983	15936	2822	581	747	8300				83		2324	332	19747	747	6557	24900	83	145665	2407	1162	80676	2490	830	4399	996	15687	4233	16434	664	664	2241	6640	1992			56440	15853	12782		10043	7055	249	27556	103335	83				2739	1411	3818	1494	2490	415		4980	664	166	1079	830	2656	1660	6308	240036	11122	2490	4897	83		913	166	332	581	4648	2324	9130		2905	249	415			22576	1494	7636	7055		6889	4150	7	498	3652	4980	5727	4233	166	8881	996	1411	249	5478	747	8383	83	5727		16434	3486	2407	415	747	13197				996	498	13446	5893	9628			82cc4851f9e4faa4e54309f8bb73fd7c
63	bf44d327f0232325c6d5280926d7b37d	64				581	83			747	166		249			83	83			581		498		1826					1577					83							166				581		1079	1660			415	166		3154		581		332	83	166	2075						83		498		83	332		13363	2573		1909	415		166		83		166			166		332			1162	1494	249		1660	249		1494	3818					83		166		249						83		415			830	332		249			166			83	166	332	1411		3818		249			581	249		83			664		166		664	332			166		83	166	332		83		83		1245	166				1743						664	166	747			fff4e8465d1e12621bc361276b6217cf
64	825a21aa308dea206adb49c4b77c7805	65	2656	166	332	2822	1079	83	249	10458		166	2739	83		13363	1826	4482	6557	42828	1494	12782	3486	33781	83				18343	83	83		498	249		249	83	415			249	83	83	166	3735	83	3320	4814	249		3154	1494	166	5312		11371	10209	3403		581	4980				83		1411	83	10375	498	2573	11122		72044	1411	498	21331	2324	415	2656	332	7968	1577	7387	332	166	913	3237	996			37433	9130	6308		7802	3403	415	45982	61005		83			2324	830	1909	1162	1577	83		2241	166		332	83	664		1411	77024	6723	332	1826		332	498		249	332	2490	1909	5561	166	5644	249	166			9628	747	3237	3486	83	2905	1909		166	2075	2158	1743	1577	83	3403	830	498	83	1992	498	3984		2739	83	7221	1743	747	996	166	6640					249	6474	3237	3818			b05379ac3f9b7d99370d443cfd5dcc28
65	1ecbb52d73c522f184a6fc53128b1ea1	66	1826	332	166	1743	2905	1245	166	10375	83	166	8217			9047	913	3154	4482	22493	1577	8549	1411	23655					16102				166	332	83	332	166	581			332		83		5478	83	3735	7138	415		4233	1411	83	14193	166	7304	6806	1826		332	9462		83				1494		8964	166	2241	7553		48472	1909	1577	23655	913	498	1328	332	2490	747	4731		249	913	415	1079	83		32951	6474	4897		7304	3569	415	17264	61171	83	83	83		1079	664	2656	498	1245	1494		747	415	83	249	249	415	415	996	14027	2988	166	1411	83		249				1743	2573	5229		2573	166	249			7636	1162	1328	1660		2905	1494		498	1328	2324	3320	1245		3071	664	332	581	1743	83	1245		1411	83	9545	1743	498		415	7719				332	332	6308	2490	3818	83		fc34648599753c9e74ab238e9a4a07ad
